-165.33,-358.97,-121.71,270.25,-28.869,-231.16,448.39,636.52,618.45,-7.8987,-315.16,-570.84
-150.75,-336.81,-114.98,251.41,-23.883,-217.52,441.74,646.47,642.56,35.389,-269.51,-532.21
-136.69,-315.56,-108.63,233.45,-19.126,-204.36,436.06,656.31,665.95,76.572,-225.83,-495.39
-123.74,-296.23,-103.09,217.23,-14.815,-192.29,432.27,666.14,688.05,113.51,-186,-461.84
-112.57,-279.75,-98.611,203.53,-11.213,-181.87,431.08,676.31,708.47,144.3,-151.68,-432.56
-103.74,-266.7,-95.229,192.84,-8.5498,-173.5,432.76,687.31,726.98,167.55,-124.03,-408.07
-97.483,-257.12,-92.739,185.16,-6.9318,-167.19,437.08,699.57,743.41,182.72,-103.39,-388.3
-93.571,-250.39,-90.753,179.96,-6.2779,-162.59,443.27,713.02,757.54,190.32,-89.167,-372.63
-91.339,-245.39,-88.806,176.29,-6.3374,-159.02,450.15,726.87,769.05,191.83,-79.942,-359.98
-89.843,-240.69,-86.432,172.98,-6.7881,-155.59,456.39,739.8,777.61,189.38,-73.873,-349.14
-88.13,-234.95,-83.224,168.93,-7.3609,-151.35,460.78,750.38,783.17,185.36,-69.119,-339
-73.667,-209.92,-59.012,139.49,2.8917,-122.46,382.29,598.51,650.27,142.67,-37.993,-299.45
-69.072,-201.4,-55.712,133.12,2.8018,-111.36,383.18,602.97,656.29,152.09,-22.739,-288.68
-65.144,-192.4,-52.192,127.42,2.258,-101.06,384.2,607.06,661.51,160.17,-11.148,-278.45
-61.817,-182.68,-48.414,122.18,1.2816,-91.747,385.3,610.74,665.94,167.02,-2.4589,-268.73
-58.991,-172.24,-44.36,117.19,-0.09153,-83.373,386.42,613.99,669.65,172.9,4.2413,-259.46
-56.554,-161.2,-40.026,112.29,-1.8207,-75.771,387.55,616.85,672.78,178.14,9.7105,-250.52
-54.398,-149.75,-35.418,107.29,-3.8753,-68.751,388.7,619.36,675.49,183.11,14.508,-241.77
-52.441,-137.98,-30.543,101.99,-6.2451,-62.157,389.92,621.59,677.95,188.13,19.038,-233.02
-50.634,-125.94,-25.409,96.247,-8.9412,-55.876,391.28,623.6,680.31,193.42,23.603,-224.08
-48.962,-113.68,-20.023,89.994,-11.986,-49.84,392.86,625.48,682.65,199.12,28.443,-214.82
-47.433,-101.43,-14.395,83.316,-15.397,-44.011,394.73,627.26,685.02,205.21,33.768,-205.17
-46.056,-89.609,-8.5337,76.474,-19.164,-38.375,396.91,628.97,687.41,211.6,39.766,-195.13
-44.837,-78.745,-2.4405,69.848,-23.253,-32.922,399.35,630.57,689.72,218.1,46.603,-184.75
-43.766,-69.191,3.9056,63.783,-27.621,-27.631,401.94,631.99,691.85,224.52,54.401,-174.06
-42.827,-60.995,10.563,58.461,-32.24,-22.441,404.51,633.07,693.62,230.66,63.209,-163.04
-41.994,-53.941,17.623,53.871,-37.114,-17.24,406.83,633.59,694.86,236.39,72.976,-151.58
-41.239,-47.687,25.183,49.877,-42.247,-11.86,408.64,633.31,695.37,241.61,83.54,-139.55
-40.53,-41.882,33.287,46.297,-47.601,-6.0925,409.72,631.97,694.94,246.27,94.627,-126.9
-39.832,-36.234,41.883,42.966,-53.046,0.28751,409.86,629.3,693.36,250.3,105.87,-113.86
-39.112,-30.532,50.803,39.758,-58.371,7.4681,408.9,625.07,690.44,253.62,116.86,-100.99
-38.345,-24.654,59.808,36.587,-63.331,15.523,406.72,619.07,685.97,256.14,127.23,-88.946
-37.519,-18.548,68.662,33.39,-67.731,24.35,403.19,611.08,679.75,257.76,136.7,-78.153
-36.631,-12.2,77.195,30.118,-71.481,33.694,398.18,600.87,671.58,258.35,145.12,-68.634
-35.687,-5.5857,85.344,26.722,-74.604,43.269,391.51,588.11,661.16,257.77,152.45,-60.146
-34.696,1.3814,93.156,23.153,-77.204,52.891,382.89,572.36,648.11,255.89,158.69,-52.381
-33.66,8.8613,100.75,19.357,-79.411,62.516,372,553.04,631.95,252.53,163.86,-45.094
-32.572,17.056,108.27,15.278,-81.343,72.183,358.44,529.49,612.11,247.48,167.93,-38.133
-31.408,26.14,115.81,10.865,-83.08,81.933,341.86,501.11,588.02,240.55,170.81,-31.42
-30.129,36.174,123.37,6.0879,-84.662,91.77,321.98,467.46,559.21,231.59,172.44,-24.923
-28.687,47.071,130.88,0.95042,-86.1,101.67,298.7,428.51,525.41,220.53,172.8,-18.636
-27.044,58.6,138.23,-4.4934,-87.392,111.58,272.2,384.75,486.69,207.45,171.96,-12.554
-25.179,70.474,145.26,-10.142,-88.53,121.44,242.9,337.21,443.54,192.59,170.07,-6.6548
-23.096,82.421,151.85,-15.875,-89.504,131.17,211.54,287.3,396.86,176.37,167.35,-0.88505
-20.817,94.239,157.88,-21.598,-90.295,140.66,178.98,236.49,347.84,159.28,163.99,4.8441
-18.363,105.78,163.27,-27.284,-90.88,149.73,146.12,185.99,297.76,141.86,160.16,10.66
-15.74,116.94,167.99,-32.988,-91.23,158.19,113.7,136.45,247.8,124.63,155.97,16.735
-12.918,127.58,171.99,-38.825,-91.319,165.84,82.144,87.809,198.79,108,151.51,23.3
-9.8338,137.61,175.26,-44.923,-91.123,172.54,51.505,39.368,151.14,92.288,146.8,30.663
-6.4113,146.94,177.82,-51.365,-90.627,178.27,21.536,-10.027,104.73,77.715,141.9,39.182
-2.5933,155.55,179.75,-58.148,-89.819,183.11,-8.2135,-61.695,59.007,64.38,136.87,49.176
1.6244,163.47,181.11,-65.17,-88.697,187.22,-38.256,-116.8,13.03,52.262,131.79,60.742
6.1763,170.78,182.01,-72.268,-87.255,190.76,-69.026,-176.04,-34.359,41.234,126.79,73.604
10.94,177.55,182.52,-79.273,-85.48,193.87,-100.75,-239.32,-84.346,31.087,121.99,87.196
15.77,183.83,182.66,-86.057,-83.341,196.6,-133.36,-305.51,-137.89,21.563,117.51,100.95
20.534,189.63,182.4,-92.532,-80.785,198.96,-166.43,-372.54,-195.49,12.39,113.41,114.54
25.138,194.89,181.65,-98.638,-77.734,200.89,-199.3,-437.74,-256.96,3.2931,109.73,127.82
29.534,199.54,180.33,-104.33,-74.095,202.3,-231.18,-498.54,-321.42,-5.994,106.43,140.74
33.711,203.55,178.34,-109.59,-69.763,203.14,-261.36,-553.13,-387.47,-15.727,103.47,153.21
37.678,206.9,175.62,-114.4,-64.631,203.38,-289.35,-600.72,-453.48,-26.152,100.74,165.12
41.451,209.65,172.13,-118.79,-58.614,203.07,-314.94,-641.43,-517.89,-37.512,98.124,176.33
45.04,211.84,167.84,-122.75,-51.676,202.26,-338.11,-675.93,-579.41,-50.045,95.439,186.73
48.448,213.55,162.73,-126.33,-43.876,200.97,-358.97,-705.11,-637.08,-63.996,92.5,196.23
51.679,214.81,156.72,-129.54,-35.407,199.19,-377.7,-729.86,-690.29,-79.601,89.129,204.81
54.732,215.6,149.75,-132.39,-26.603,196.84,-394.46,-750.97,-738.7,-97.065,85.203,212.47
57.604,215.86,141.8,-134.89,-17.892,193.81,-409.38,-769.04,-782.18,-116.53,80.679,219.21
60.291,215.49,132.91,-137,-9.678,189.93,-422.59,-784.57,-820.83,-138.03,75.609,225.04
62.788,214.32,123.25,-138.69,-2.2307,185.09,-434.23,-797.98,-854.86,-161.44,70.107,229.92
65.09,212.22,113.07,-139.9,4.3684,179.26,-444.43,-809.58,-884.64,-186.47,64.319,233.85
67.195,209.14,102.66,-140.64,10.188,172.5,-453.35,-819.66,-910.58,-212.61,58.373,236.78
69.106,205.14,92.24,-140.93,15.369,165.04,-461.13,-828.42,-933.11,-239.25,52.366,238.69
70.832,200.4,81.98,-140.83,20.067,157.08,-467.92,-836.05,-952.65,-265.69,46.345,239.58
72.385,195.12,71.967,-140.41,24.409,148.82,-473.85,-842.71,-969.59,-291.26,40.307,239.45
73.778,189.44,62.26,-139.75,28.488,140.35,-479.04,-848.51,-984.27,-315.46,34.182,238.3
75.018,183.39,52.897,-138.87,32.361,131.7,-483.58,-853.53,-997,-337.91,27.806,236.13
76.104,176.9,43.9,-137.75,36.057,122.85,-487.54,-857.87,-1008.1,-358.48,20.908,232.93
77.026,169.82,35.259,-136.36,39.589,113.78,-490.98,-861.59,-1017.7,-377.12,13.098,228.72
77.768,162.04,26.944,-134.59,42.96,104.48,-493.96,-864.75,-1026,-393.89,3.8955,223.51
78.318,153.56,18.94,-132.39,46.164,94.977,-496.5,-867.43,-1033.2,-408.88,-7.2006,217.38
78.667,144.55,11.272,-129.69,49.189,85.323,-498.65,-869.67,-1039.5,-422.22,-20.592,210.42
78.816,135.24,4.0065,-126.51,52.015,75.57,-500.44,-871.51,-1044.8,-434.03,-36.43,202.72
78.772,125.82,-2.7723,-122.92,54.615,65.795,-501.89,-873,-1049.2,-444.44,-54.482,194.35
